episode,total_reward,steps,terminated,truncated,success,final_layer,final_position,has_key,door_open,terminal_activated,has_portal_core,portal_open,has_lab_key,machine_used,has_result
37,-36.40000000000002,100,False,True,False,0,"(1, 3)",True,False,False,False,False,False,False,False
38,-45.150000000000006,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
39,-41.15000000000001,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
40,-33.15000000000002,100,False,True,False,0,"(3, 4)",False,False,True,False,False,False,False,False
41,-29.35000000000003,100,False,True,False,0,"(3, 4)",False,False,False,False,False,False,False,False
42,-32.25000000000003,100,False,True,False,0,"(5, 2)",False,False,True,True,False,False,False,False
43,-33.85000000000002,100,False,True,False,0,"(6, 5)",False,False,False,False,False,False,False,False
44,-26.200000000000028,100,False,True,False,0,"(5, 3)",True,True,True,True,False,False,False,False
45,-27.350000000000023,100,False,True,False,0,"(1, 2)",False,False,True,False,False,False,False,False
46,-35.800000000000026,100,False,True,False,0,"(4, 4)",False,False,False,False,False,False,False,False
47,-26.700000000000017,100,False,True,False,0,"(1, 3)",True,True,False,False,False,False,False,False
48,-34.600000000000016,100,False,True,False,0,"(5, 3)",False,False,True,False,False,False,False,False
49,-40.250000000000014,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
50,-39.800000000000004,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
51,-42.050000000000004,100,False,True,False,0,"(3, 6)",False,False,False,False,False,False,False,False
52,-44.30000000000001,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
53,-32.85000000000002,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
54,-38.95,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
55,-38.650000000000006,100,False,True,False,0,"(3, 4)",True,False,False,False,False,False,False,False
56,-37.500000000000014,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
