episode,total_reward,steps,terminated,truncated,success,final_layer,final_position,has_key,door_open,terminal_activated,has_portal_core,portal_open,has_lab_key,machine_used,has_result
301,-30.75000000000003,100,False,True,False,0,"(5, 6)",True,False,False,True,False,False,False,False
302,-34.75000000000002,100,False,True,False,0,"(4, 3)",False,False,False,False,False,False,False,False
303,-28.15000000000003,100,False,True,False,0,"(3, 4)",True,True,False,False,False,False,False,False
304,-33.90000000000003,100,False,True,False,0,"(5, 3)",False,False,False,False,False,False,False,False
305,-31.050000000000026,100,False,True,False,0,"(1, 4)",True,False,True,False,False,False,False,False
306,-38.15,100,False,True,False,0,"(5, 4)",False,False,False,False,False,False,False,False
307,-26.450000000000024,100,False,True,False,0,"(4, 3)",True,True,True,False,False,False,False,False
308,-27.350000000000023,100,False,True,False,0,"(3, 2)",True,True,True,False,False,False,False,False
309,-24.45000000000002,100,False,True,False,0,"(6, 1)",True,False,False,True,False,False,False,False
310,-36.40000000000002,100,False,True,False,0,"(4, 6)",True,False,False,False,False,False,False,False
311,-33.00000000000003,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
312,-33.55000000000002,100,False,True,False,0,"(3, 4)",True,True,False,False,False,False,False,False
313,-32.250000000000014,100,False,True,False,0,"(3, 6)",False,False,True,False,False,False,False,False
314,-36.70000000000002,100,False,True,False,0,"(5, 1)",False,False,False,False,False,False,False,False
315,-32.55000000000002,100,False,True,False,0,"(1, 4)",True,True,False,False,False,False,False,False
316,-26.250000000000025,100,False,True,False,0,"(1, 6)",True,True,False,False,False,False,False,False
317,-38.85000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
318,-32.10000000000002,100,False,True,False,0,"(3, 3)",True,True,False,False,False,False,False,False
319,-34.85000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
320,-27.300000000000026,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
321,-34.75000000000003,100,False,True,False,0,"(1, 6)",False,False,False,False,False,False,False,False
322,-40.15000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
323,-29.20000000000002,100,False,True,False,0,"(5, 1)",True,False,False,False,False,False,False,False
324,-31.500000000000032,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
325,-26.000000000000007,100,False,True,False,0,"(3, 3)",True,True,True,False,False,False,False,False
326,-25.800000000000036,100,False,True,False,0,"(1, 5)",True,True,False,False,False,False,False,False
327,-32.40000000000002,100,False,True,False,0,"(2, 6)",True,False,False,False,False,False,False,False
328,-26.70000000000002,100,False,True,False,0,"(5, 3)",True,False,True,False,False,False,False,False
329,-42.20000000000001,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
330,-22.95000000000003,100,False,True,False,0,"(6, 5)",True,True,False,True,False,False,False,False
331,-31.55000000000002,100,False,True,False,0,"(3, 6)",False,False,True,False,False,False,False,False
332,-29.75000000000003,100,False,True,False,0,"(6, 5)",False,False,False,True,False,False,False,False
333,-39.80000000000001,100,False,True,False,0,"(3, 5)",False,False,True,False,False,False,False,False
334,-40.650000000000006,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
335,-30.700000000000017,100,False,True,False,0,"(2, 6)",False,False,False,False,False,False,False,False
336,-34.60000000000002,100,False,True,False,0,"(1, 3)",True,False,False,False,False,False,False,False
337,-28.55000000000003,100,False,True,False,0,"(6, 3)",True,False,False,True,False,False,False,False
338,-21.500000000000007,100,False,True,False,0,"(5, 1)",True,True,False,True,False,False,False,False
339,-35.50000000000002,100,False,True,False,0,"(1, 1)",True,False,False,False,False,False,False,False
340,-32.00000000000002,100,False,True,False,0,"(6, 4)",True,False,False,False,False,False,False,False
341,-22.45000000000002,100,False,True,False,0,"(5, 4)",True,False,True,True,False,False,False,False
342,-35.05000000000002,100,False,True,False,0,"(1, 2)",True,False,False,False,False,False,False,False
343,-34.45000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
344,-32.50000000000002,100,False,True,False,0,"(5, 1)",False,False,False,False,False,False,False,False
345,-32.30000000000002,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
346,-27.95000000000002,100,False,True,False,0,"(5, 4)",False,False,False,True,False,False,False,False
347,-35.050000000000026,100,False,True,False,0,"(4, 1)",True,False,False,False,False,False,False,False
348,-29.80000000000003,100,False,True,False,0,"(2, 4)",False,False,True,True,False,False,False,False
349,-31.900000000000027,100,False,True,False,0,"(6, 6)",True,False,False,False,False,False,False,False
350,-35.75000000000002,100,False,True,False,0,"(6, 1)",False,False,False,False,False,False,False,False
351,-41.55000000000001,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
352,-31.300000000000033,100,False,True,False,0,"(5, 5)",False,False,False,False,False,False,False,False
353,-34.85000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
354,-33.25000000000002,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
355,-33.40000000000003,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
356,-32.550000000000026,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
357,-38.900000000000006,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
358,-26.900000000000023,100,False,True,False,0,"(3, 5)",True,True,True,False,False,False,False,False
359,-35.50000000000002,100,False,True,False,0,"(1, 5)",True,False,False,False,False,False,False,False
360,-31.450000000000024,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
361,-26.700000000000014,100,False,True,False,0,"(6, 2)",True,False,False,True,False,False,False,False
362,-28.050000000000033,100,False,True,False,0,"(3, 6)",False,False,False,False,False,False,False,False
363,-38.650000000000006,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
364,-31.45000000000002,100,False,True,False,0,"(4, 3)",True,False,False,False,False,False,False,False
365,-38.35000000000001,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
366,-37.45000000000002,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
367,-31.400000000000027,100,False,True,False,0,"(6, 2)",False,False,False,True,False,False,False,False
368,-51.04999999999998,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
369,-29.200000000000024,100,False,True,False,0,"(4, 6)",False,False,True,False,False,False,False,False
370,-28.75000000000003,100,False,True,False,0,"(5, 2)",False,False,False,True,False,False,False,False
371,-31.200000000000028,100,False,True,False,0,"(3, 3)",True,True,False,False,False,False,False,False
372,-37.50000000000002,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
373,-29.150000000000023,100,False,True,False,0,"(5, 4)",True,True,False,True,False,False,False,False
374,-26.000000000000025,100,False,True,False,0,"(5, 1)",False,False,False,True,False,False,False,False
375,-30.15000000000003,100,False,True,False,0,"(4, 3)",False,False,False,True,False,False,False,False
376,-32.10000000000004,100,False,True,False,0,"(5, 5)",False,False,False,True,False,False,False,False
377,-35.250000000000014,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
378,-33.90000000000002,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
379,-33.40000000000002,100,False,True,False,0,"(1, 3)",True,False,False,False,False,False,False,False
380,-27.000000000000032,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
381,-28.850000000000023,100,False,True,False,0,"(3, 6)",False,False,True,True,False,False,False,False
382,-37.60000000000002,100,False,True,False,0,"(3, 5)",False,False,False,False,False,False,False,False
383,-19.450000000000003,100,False,True,False,0,"(1, 4)",True,True,True,True,False,False,False,False
384,-24.450000000000024,100,False,True,False,0,"(5, 2)",True,True,False,False,False,False,False,False
385,-32.10000000000002,100,False,True,False,0,"(1, 3)",True,True,False,False,False,False,False,False
386,-39.55000000000001,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
387,-34.20000000000002,100,False,True,False,0,"(1, 5)",True,False,False,False,False,False,False,False
388,-26.450000000000028,100,False,True,False,0,"(6, 1)",True,True,True,False,False,False,False,False
389,-35.15000000000002,100,False,True,False,0,"(3, 6)",True,False,False,False,False,False,False,False
390,-26.150000000000016,100,False,True,False,0,"(5, 4)",False,False,True,True,False,False,False,False
391,-31.05000000000001,100,False,True,False,0,"(5, 4)",False,False,True,True,False,False,False,False
392,-31.450000000000028,100,False,True,False,0,"(3, 6)",True,False,False,False,False,False,False,False
393,-33.000000000000014,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
394,-24.70000000000003,100,False,True,False,0,"(6, 2)",False,False,False,True,False,False,False,False
395,-36.75000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
396,-30.30000000000002,100,False,True,False,0,"(1, 3)",True,True,False,False,False,False,False,False
397,-32.950000000000024,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
398,-37.65000000000002,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
399,-28.10000000000002,100,False,True,False,0,"(2, 4)",True,False,True,False,False,False,False,False
400,-34.15000000000003,100,False,True,False,0,"(6, 5)",True,False,False,False,False,False,False,False
401,-31.20000000000002,100,False,True,False,0,"(4, 6)",True,False,True,False,False,False,False,False
402,-33.05000000000002,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
403,-24.20000000000002,100,False,True,False,0,"(6, 6)",True,True,True,False,False,False,False,False
404,-31.650000000000027,100,False,True,False,0,"(4, 3)",False,False,True,False,False,False,False,False
405,-38.05000000000001,100,False,True,False,0,"(6, 1)",False,False,False,False,False,False,False,False
406,-32.40000000000002,100,False,True,False,0,"(5, 5)",True,False,False,False,False,False,False,False
407,-33.000000000000014,100,False,True,False,0,"(2, 6)",True,False,True,False,False,False,False,False
408,-35.050000000000026,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
409,-26.900000000000016,100,False,True,False,0,"(2, 4)",True,True,True,False,False,False,False,False
410,-29.600000000000012,100,False,True,False,0,"(3, 1)",True,True,True,False,False,False,False,False
411,-38.35000000000002,100,False,True,False,0,"(6, 1)",False,False,False,False,False,False,False,False
412,-33.950000000000024,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
413,-31.90000000000002,100,False,True,False,0,"(2, 6)",True,False,False,False,False,False,False,False
414,-23.75000000000001,100,False,True,False,0,"(5, 6)",True,True,True,False,False,False,False,False
415,-41.3,100,False,True,False,0,"(1, 3)",False,False,False,False,False,False,False,False
416,-31.450000000000024,100,False,True,False,0,"(4, 1)",False,False,False,True,False,False,False,False
417,-31.00000000000003,100,False,True,False,0,"(5, 3)",False,False,True,False,False,False,False,False
418,-30.300000000000022,100,False,True,False,0,"(1, 5)",False,False,False,False,False,False,False,False
419,-37.15000000000002,100,False,True,False,0,"(1, 4)",False,False,False,False,False,False,False,False
420,-26.00000000000002,100,False,True,False,0,"(3, 5)",True,True,True,False,False,False,False,False
421,-32.95000000000003,100,False,True,False,0,"(1, 6)",False,False,False,True,False,False,False,False
422,-37.30000000000001,100,False,True,False,0,"(2, 4)",True,False,False,False,False,False,False,False
423,-34.95000000000002,100,False,True,False,0,"(4, 1)",False,False,False,True,False,False,False,False
424,-34.450000000000024,100,False,True,False,0,"(5, 4)",False,False,False,False,False,False,False,False
425,-32.800000000000026,100,False,True,False,0,"(1, 1)",True,False,False,False,False,False,False,False
426,-37.45000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
427,-33.90000000000002,100,False,True,False,0,"(6, 4)",False,False,False,False,False,False,False,False
428,-30.600000000000026,100,False,True,False,0,"(5, 3)",False,False,True,False,False,False,False,False
429,-26.100000000000023,100,False,True,False,0,"(5, 5)",True,True,True,False,False,False,False,False
430,-33.90000000000002,100,False,True,False,0,"(2, 6)",True,False,True,False,False,False,False,False
431,-43.75000000000001,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
432,-25.300000000000015,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
433,-36.60000000000002,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
434,-41.29999999999998,100,False,True,False,0,"(5, 3)",False,False,False,False,False,False,False,False
435,-39.849999999999994,100,False,True,False,0,"(5, 6)",False,False,False,False,False,False,False,False
436,-44.19999999999999,100,False,True,False,0,"(5, 1)",False,False,False,False,False,False,False,False
437,-40.85000000000001,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
438,-30.05000000000002,100,False,True,False,0,"(3, 2)",True,True,True,False,False,False,False,False
439,-26.450000000000028,100,False,True,False,0,"(5, 2)",True,True,True,False,False,False,False,False
440,-28.05000000000003,100,False,True,False,0,"(6, 5)",True,False,False,True,False,False,False,False
441,-32.60000000000002,100,False,True,False,0,"(1, 5)",True,False,True,False,False,False,False,False
442,-25.55000000000002,100,False,True,False,0,"(1, 4)",True,True,False,True,False,False,False,False
443,-34.800000000000026,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
444,-36.65000000000002,100,False,True,False,0,"(3, 4)",False,False,True,False,False,False,False,False
445,-29.950000000000028,100,False,True,False,0,"(1, 4)",True,True,False,False,False,False,False,False
446,-32.70000000000003,100,False,True,False,0,"(5, 5)",False,False,False,False,False,False,False,False
447,-26.950000000000024,100,False,True,False,0,"(2, 1)",False,False,False,True,False,False,False,False
448,-26.400000000000023,100,False,True,False,0,"(5, 3)",True,False,False,True,False,False,False,False
449,-33.20000000000003,100,False,True,False,0,"(5, 5)",False,False,False,False,False,False,False,False
450,-32.550000000000026,100,False,True,False,0,"(5, 4)",False,False,False,False,False,False,False,False
451,-28.50000000000003,100,False,True,False,0,"(4, 4)",True,True,False,False,False,False,False,False
452,-32.35000000000002,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
453,-35.75000000000003,100,False,True,False,0,"(4, 3)",False,False,False,False,False,False,False,False
454,-26.00000000000002,100,False,True,False,0,"(5, 5)",True,True,False,True,False,False,False,False
455,-33.10000000000002,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
456,-36.65000000000002,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
457,-38.050000000000026,100,False,True,False,0,"(6, 5)",False,False,False,False,False,False,False,False
458,-36.55000000000002,100,False,True,False,0,"(5, 4)",False,False,False,False,False,False,False,False
459,-37.70000000000002,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
460,-41.7,100,False,True,False,0,"(1, 5)",False,False,False,False,False,False,False,False
461,-35.200000000000024,100,False,True,False,0,"(5, 3)",False,False,False,True,False,False,False,False
462,-39.80000000000001,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
463,-35.75000000000003,100,False,True,False,0,"(4, 3)",False,False,False,True,False,False,False,False
464,-25.10000000000003,100,False,True,False,0,"(2, 6)",True,False,True,True,False,False,False,False
465,-41.35000000000001,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
466,-33.90000000000002,100,False,True,False,0,"(2, 6)",False,False,False,False,False,False,False,False
467,-35.10000000000002,100,False,True,False,0,"(6, 2)",False,False,False,True,False,False,False,False
468,-30.75000000000002,100,False,True,False,0,"(3, 2)",True,True,False,False,False,False,False,False
469,-36.40000000000002,100,False,True,False,0,"(1, 5)",True,False,False,False,False,False,False,False
470,-40.250000000000014,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
471,-33.000000000000014,100,False,True,False,0,"(5, 1)",True,True,False,False,False,False,False,False
472,-30.95000000000002,100,False,True,False,0,"(5, 6)",False,False,True,False,False,False,False,False
473,-35.950000000000024,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
474,-27.800000000000022,100,False,True,False,0,"(1, 1)",True,True,True,False,False,False,False,False
475,-23.950000000000024,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
476,-27.950000000000028,100,False,True,False,0,"(1, 6)",False,False,False,True,False,False,False,False
477,-33.50000000000002,100,False,True,False,0,"(6, 4)",False,False,False,False,False,False,False,False
478,-34.300000000000026,100,False,True,False,0,"(1, 1)",False,False,False,False,False,False,False,False
479,-37.20000000000002,100,False,True,False,0,"(6, 6)",False,False,True,False,False,False,False,False
480,-34.15000000000002,100,False,True,False,0,"(5, 6)",False,False,False,True,False,False,False,False
481,-29.850000000000026,100,False,True,False,0,"(4, 3)",False,False,False,False,False,False,False,False
482,-28.70000000000002,100,False,True,False,0,"(4, 4)",False,False,True,False,False,False,False,False
483,-31.90000000000002,100,False,True,False,0,"(2, 4)",True,False,False,False,False,False,False,False
484,-32.50000000000002,100,False,True,False,0,"(6, 6)",False,False,False,True,False,False,False,False
485,-32.10000000000003,100,False,True,False,0,"(5, 1)",False,False,False,False,False,False,False,False
486,-30.800000000000026,100,False,True,False,0,"(2, 6)",False,False,False,False,False,False,False,False
487,-34.450000000000024,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
488,-32.30000000000002,100,False,True,False,0,"(6, 2)",False,False,False,True,False,False,False,False
489,-42.250000000000014,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
490,-29.20000000000002,100,False,True,False,0,"(5, 3)",True,True,True,False,False,False,False,False
491,-26.250000000000032,100,False,True,False,0,"(5, 2)",True,True,False,False,False,False,False,False
492,-29.15000000000001,100,False,True,False,0,"(3, 6)",True,True,True,False,False,False,False,False
493,-27.300000000000015,100,False,True,False,0,"(2, 4)",False,False,False,True,False,False,False,False
494,-33.15000000000002,100,False,True,False,0,"(5, 6)",False,False,True,True,False,False,False,False
495,-29.300000000000022,100,False,True,False,0,"(5, 1)",False,False,False,True,False,False,False,False
496,-30.350000000000026,100,False,True,False,0,"(4, 3)",True,False,True,False,False,False,False,False
497,-27.90000000000002,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
498,-35.250000000000014,100,False,True,False,0,"(1, 4)",False,False,False,False,False,False,False,False
499,-35.550000000000026,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
500,-35.70000000000002,100,False,True,False,0,"(4, 6)",False,False,False,False,False,False,False,False
501,-37.15000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
502,-35.35000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
503,-35.250000000000014,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
504,-35.30000000000002,100,False,True,False,0,"(5, 1)",False,False,False,False,False,False,False,False
505,-23.350000000000023,100,False,True,False,0,"(4, 1)",True,False,False,False,False,False,False,False
506,-29.350000000000026,100,False,True,False,0,"(4, 3)",False,False,False,False,False,False,False,False
507,-35.750000000000014,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
508,-35.65000000000002,100,False,True,False,0,"(1, 4)",False,False,False,False,False,False,False,False
509,-27.100000000000033,100,False,True,False,0,"(2, 6)",False,False,True,True,False,False,False,False
510,-26.70000000000003,100,False,True,False,0,"(3, 3)",True,True,False,False,False,False,False,False
511,-35.65000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
512,-34.75000000000003,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
513,-26.450000000000024,100,False,True,False,0,"(6, 1)",True,True,True,False,False,False,False,False
514,-37.750000000000014,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
515,-33.40000000000003,100,False,True,False,0,"(6, 4)",False,False,False,False,False,False,False,False
516,-30.85000000000002,100,False,True,False,0,"(5, 2)",True,False,False,True,False,False,False,False
517,-36.850000000000016,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
518,-32.050000000000026,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
519,-33.85000000000002,100,False,True,False,0,"(6, 5)",False,False,False,False,False,False,False,False
520,-26.050000000000015,100,False,True,False,0,"(3, 6)",False,False,True,False,False,False,False,False
521,-28.95000000000002,100,False,True,False,0,"(3, 6)",True,False,True,False,False,False,False,False
522,-28.25000000000003,100,False,True,False,0,"(1, 4)",False,False,False,True,False,False,False,False
523,-35.800000000000026,100,False,True,False,0,"(3, 1)",False,False,False,False,False,False,False,False
524,-31.80000000000003,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
525,-38.05000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
526,-32.00000000000002,100,False,True,False,0,"(2, 4)",True,False,False,False,False,False,False,False
527,-24.45000000000003,100,False,True,False,0,"(5, 4)",True,False,False,True,False,False,False,False
528,-32.00000000000002,100,False,True,False,0,"(5, 3)",False,False,False,True,False,False,False,False
529,-33.25000000000002,100,False,True,False,0,"(5, 2)",True,False,False,False,False,False,False,False
530,-26.70000000000001,100,False,True,False,0,"(6, 4)",True,True,True,False,False,False,False,False
531,-31.450000000000028,100,False,True,False,0,"(4, 1)",True,False,False,False,False,False,False,False
532,-30.300000000000026,100,False,True,False,0,"(3, 5)",True,True,False,False,False,False,False,False
533,-33.70000000000002,100,False,True,False,0,"(1, 1)",True,False,False,False,False,False,False,False
534,-31.05000000000003,100,False,True,False,0,"(6, 1)",False,False,False,True,False,False,False,False
535,-32.40000000000002,100,False,True,False,0,"(2, 4)",True,False,True,False,False,False,False,False
536,-36.65000000000002,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
537,-32.35000000000002,100,False,True,False,0,"(3, 2)",False,False,False,True,False,False,False,False
538,-27.000000000000032,100,False,True,False,0,"(1, 5)",True,False,False,False,False,False,False,False
539,-35.55000000000002,100,False,True,False,0,"(3, 4)",True,False,False,False,False,False,False,False
540,-33.15000000000002,100,False,True,False,0,"(1, 6)",False,False,True,False,False,False,False,False
541,-36.700000000000024,100,False,True,False,0,"(1, 5)",False,False,False,False,False,False,False,False
542,-34.75000000000003,100,False,True,False,0,"(1, 6)",False,False,False,False,False,False,False,False
543,-34.85000000000003,100,False,True,False,0,"(4, 1)",False,False,False,True,False,False,False,False
544,-34.15000000000002,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
545,-37.10000000000001,100,False,True,False,0,"(1, 3)",False,False,False,False,False,False,False,False
546,-35.45000000000003,100,False,True,False,0,"(4, 3)",False,False,False,False,False,False,False,False
547,-40.4,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
548,-26.55000000000003,100,False,True,False,0,"(6, 3)",True,False,False,False,False,False,False,False
549,-41.94999999999999,100,False,True,False,0,"(4, 1)",False,False,False,False,False,False,False,False
550,-27.250000000000032,100,False,True,False,0,"(3, 4)",False,False,False,False,False,False,False,False
551,-33.90000000000003,100,False,True,False,0,"(5, 3)",False,False,False,True,False,False,False,False
552,-35.05000000000002,100,False,True,False,0,"(2, 1)",True,False,False,False,False,False,False,False
553,-37.30000000000001,100,False,True,False,0,"(1, 1)",True,False,False,False,False,False,False,False
554,-31.500000000000025,100,False,True,False,0,"(2, 4)",True,False,True,False,False,False,False,False
555,-27.75000000000002,100,False,True,False,0,"(1, 2)",False,False,False,True,False,False,False,False
556,-36.35000000000002,100,False,True,False,0,"(1, 6)",False,False,False,False,False,False,False,False
557,-25.950000000000024,100,False,True,False,0,"(1, 6)",False,False,True,False,False,False,False,False
558,-33.45000000000002,100,False,True,False,0,"(4, 1)",True,False,True,False,False,False,False,False
559,-39.15,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
560,-40.15000000000002,100,False,True,False,0,"(1, 2)",False,False,False,False,False,False,False,False
561,-28.65000000000003,100,False,True,False,0,"(6, 3)",False,False,False,True,False,False,False,False
562,-25.45000000000002,100,False,True,False,0,"(6, 3)",True,True,True,True,False,False,False,False
563,-31.200000000000024,100,False,True,False,0,"(3, 1)",False,False,True,False,False,False,False,False
564,-33.35000000000002,100,False,True,False,0,"(3, 2)",False,False,False,True,False,False,False,False
565,-26.90000000000003,100,False,True,False,0,"(3, 5)",False,False,False,True,False,False,False,False
566,-58.44999999999996,100,False,True,False,0,"(3, 6)",False,False,False,False,False,False,False,False
567,-29.80000000000003,100,False,True,False,0,"(4, 6)",False,False,False,False,False,False,False,False
568,-29.850000000000026,100,False,True,False,0,"(4, 1)",True,True,False,False,False,False,False,False
569,-26.900000000000027,100,False,True,False,0,"(6, 2)",False,False,False,True,False,False,False,False
570,-39.79999999999999,100,False,True,False,0,"(1, 5)",False,False,False,False,False,False,False,False
571,-30.40000000000003,100,False,True,False,0,"(6, 6)",True,True,False,False,False,False,False,False
572,-31.10000000000002,100,False,True,False,0,"(2, 4)",False,False,False,True,False,False,False,False
573,-29.15000000000002,100,False,True,False,0,"(6, 3)",False,False,False,True,False,False,False,False
574,-38.05000000000001,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
575,-39.5,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
576,-34.350000000000016,100,False,True,False,0,"(5, 4)",False,False,False,False,False,False,False,False
577,-37.60000000000001,100,False,True,False,0,"(2, 4)",True,False,False,False,False,False,False,False
578,-31.650000000000027,100,False,True,False,0,"(4, 3)",True,True,False,False,False,False,False,False
579,-38.15000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
580,-35.800000000000026,100,False,True,False,0,"(6, 2)",False,False,False,False,False,False,False,False
581,-26.55000000000003,100,False,True,False,0,"(3, 6)",True,True,True,False,False,False,False,False
582,-34.15000000000002,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
583,-24.95000000000003,100,False,True,False,0,"(6, 3)",False,False,False,False,False,False,False,False
584,-37.900000000000006,100,False,True,False,0,"(2, 4)",False,False,False,False,False,False,False,False
585,-33.700000000000024,100,False,True,False,0,"(2, 4)",True,False,False,False,False,False,False,False
586,-38.05000000000002,100,False,True,False,0,"(5, 2)",False,False,False,False,False,False,False,False
587,-27.150000000000016,100,False,True,False,0,"(2, 1)",True,True,False,False,False,False,False,False
588,-23.800000000000033,100,False,True,False,0,"(6, 4)",False,False,False,True,False,False,False,False
589,-38.350000000000016,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
590,-31.95000000000002,100,False,True,False,0,"(6, 5)",True,False,False,False,False,False,False,False
591,-31.650000000000023,100,False,True,False,0,"(1, 4)",True,True,False,False,False,False,False,False
592,-32.050000000000026,100,False,True,False,0,"(1, 6)",True,False,False,False,False,False,False,False
593,-39.05000000000001,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
594,-37.30000000000002,100,False,True,False,0,"(3, 1)",True,False,False,False,False,False,False,False
595,-30.050000000000026,100,False,True,False,0,"(6, 5)",False,False,False,True,False,False,False,False
596,-30.05000000000003,100,False,True,False,0,"(5, 6)",True,False,False,True,False,False,False,False
597,-33.40000000000002,100,False,True,False,0,"(1, 5)",False,False,False,False,False,False,False,False
598,-31.80000000000002,100,False,True,False,0,"(1, 5)",False,False,True,False,False,False,False,False
599,-39.80000000000001,100,False,True,False,0,"(6, 6)",False,False,True,False,False,False,False,False
600,-34.15000000000002,100,False,True,False,0,"(1, 4)",True,False,False,False,False,False,False,False
601,-21.30000000000001,100,False,True,False,0,"(5, 1)",True,True,True,True,False,False,False,False
602,-34.60000000000002,100,False,True,False,0,"(1, 3)",True,False,False,False,False,False,False,False
603,-34.75000000000002,100,False,True,False,0,"(2, 1)",False,False,False,False,False,False,False,False
604,-35.05000000000002,100,False,True,False,0,"(5, 4)",False,False,False,True,False,False,False,False
605,-35.65000000000003,100,False,True,False,0,"(4, 1)",False,False,False,True,False,False,False,False
606,-38.35,100,False,True,False,0,"(3, 2)",False,False,False,False,False,False,False,False
607,-30.050000000000022,100,False,True,False,0,"(1, 6)",True,False,True,False,False,False,False,False
608,-27.600000000000026,100,False,True,False,0,"(2, 4)",True,True,False,False,False,False,False,False
609,-38.20000000000002,100,False,True,False,0,"(3, 1)",True,False,False,False,False,False,False,False
610,-34.15000000000002,100,False,True,False,0,"(1, 4)",False,False,True,False,False,False,False,False
