seed,version,algo,train_greedy_success,heldout_greedy_success,generalization_gap,final_train_episode_success,q_table_size,learn_steps
0,v1_2,spie_noisy_dueling_ddqn_per,1.0,0.125,0.875,0.9666666666666667,0,5408
1,v1_2,spie_noisy_dueling_ddqn_per,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0,5475
