episode,intrinsic_contribution,td_abs_mean,learn_calls
1,95.78291025371972,0.5641672023153608,276
2,106.43756349716595,0.5156420886894499,276
3,75.09092325169455,0.4745693892456483,276
4,69.20151663963637,0.4158419670024212,276
5,103.36315283258757,0.2994862362688434,276
6,106.8959132068811,0.291239682018109,276
7,100.91251391106917,0.2847703386206126,276
8,87.9364058882014,0.22197798059146473,276
9,79.51898187184469,0.1812187853552725,276
10,67.5174263556388,0.1609092266501292,276
11,90.84317615052977,0.15903501325975294,276
12,78.69464265020015,0.14326019749801228,276
13,68.01027432362018,0.15273689905154533,276
14,65.90534160375904,0.15172068661321764,276
15,71.6790164879552,0.16311589050768077,276
16,50.905967723542,0.16417614106034886,276
17,52.68359227615225,0.1585521536298852,276
18,43.054643805708515,0.14593450773669325,276
19,84.87553142149598,0.15359089712517848,276
20,65.2552639846384,0.13613366816138875,276
21,82.85469646271005,0.12660458897226962,276
22,58.60936170182844,0.1379465230781099,276
23,49.55773348434002,0.15846173943060896,276
24,62.73762510750257,0.1632766589468372,276
25,59.27136001253612,0.14090902296205363,276
26,58.595942958071284,0.15048924685064433,276
27,57.859733120510725,0.13897539192027802,276
28,48.745299458609004,0.12878216052616853,276
29,21.71110940866157,0.12472517715524072,276
30,81.68906570985553,0.18835991675007172,276
31,30.814938128735967,0.1734847615648439,276
32,70.17151512326235,0.17002137302272563,276
33,35.60957314954535,0.16077232614591502,276
34,39.17721232052869,0.13214918177412904,276
35,41.705755591659326,0.1257119123702464,276
36,27.50795666779397,0.11864683458554572,276
37,56.11885727569139,0.14566426778185196,276
38,40.311314049927674,0.13691243977434392,276
39,62.06753591424022,0.13732365583596023,276
40,53.44782153170614,0.14135272887305936,276
41,59.918467675787916,0.17022724940940953,276
42,52.86117289892579,0.1654019666214784,276
43,35.5279378050466,0.16158568213923255,276
44,68.77420312383529,0.18912638343222762,276
45,48.9049384382623,0.19340220868479516,276
46,25.057678083866165,0.1849871928655151,276
47,20.30996650824698,0.16938045153907244,276
48,44.2675223302888,0.18676041277206462,276
49,18.184242896147296,0.15690968631078367,276
50,16.006302994210326,0.15507353002718394,276
51,25.12373332357648,0.17518080603601277,276
52,39.2603056598956,0.17677554002274637,276
53,37.73416594174551,0.16696080500664917,276
54,34.659544748432786,0.15638959648060627,276
55,61.58734662496475,0.19404970484691253,276
56,33.98651514327614,0.1858508223802715,276
57,30.341236095042515,0.16733514001943928,276
58,17.904450395431915,0.16381994626768256,276
59,52.32742456065181,0.20126297530056775,276
60,30.967712063650445,0.1887271347847106,276
61,30.48975181023198,0.19076477976488895,276
62,27.22555567915212,0.193286944747619,276
63,26.91544938369293,0.20002812201130218,276
64,30.118439030695516,0.1879984962389521,276
65,22.960359187838655,0.1897136217010194,276
66,51.25468944785426,0.19996796731931576,276
67,20.600405398017593,0.1884415965743255,276
68,21.634636978736566,0.18017392287003822,276
69,34.30680629436408,0.18284430789450803,276
70,28.87553666113787,0.19526228597522646,276
71,32.239788834353476,0.19280752248090247,276
72,21.114609950049637,0.1887914958153514,276
73,45.74469892180655,0.20154903248708317,276
74,33.65770545106485,0.20667134203772614,276
75,25.82407898826313,0.18140651571793834,276
76,36.750137181534434,0.17937307920900808,276
77,32.45526661183796,0.22882415230075517,276
78,23.020799934948673,0.20544489759249965,276
79,33.40306038724082,0.1956379858749932,276
80,28.81034590624804,0.21510085657886838,276
81,24.49300392159907,0.2229210753803668,276
82,24.10544159396352,0.20904051566469498,276
83,21.25306215929834,0.20024036880636562,276
84,24.653119003192845,0.22516135085860026,276
85,22.71254213452965,0.22303621368347734,276
86,22.33968266809357,0.1998171359570562,276
87,21.358301576228598,0.20082893549208192,276
88,24.69804413989457,0.2260366699833801,276
89,22.85575313519838,0.22632734504514845,276
90,24.423943847635634,0.23737705552923508,276
91,20.84801895175648,0.23797014344861542,276
92,19.350143020902667,0.24405722212100375,276
93,23.917422525025938,0.21744110564822736,276
94,19.40290021910169,0.21841505831242472,276
95,15.156820267647818,0.25523154793874075,276
96,24.53018420825658,0.2443157662300096,276
97,22.62204369523666,0.21594867933595527,276
98,23.362492219839094,0.22303110857804617,276
99,19.706312446848408,0.2425239671399628,276
100,20.944537012489608,0.22193830919222554,276
101,23.338160625623413,0.23739262988817864,276
102,29.95765800118112,0.2385349949362917,276
103,16.746994379044803,0.23004403937122095,276
104,23.378629259792827,0.24429213979106018,276
105,24.96464257086202,0.21058617113832978,276
106,13.18017239398758,0.22456783285715443,276
107,19.549426528388008,0.2173975485822429,276
108,14.52427143727923,0.21900568197926748,276
109,17.394500250981796,0.2233395998676618,276
110,33.48920306705299,0.2239053718799698,276
111,28.646244777998607,0.2244307038684686,276
112,22.20906979471096,0.20780835522041805,276
113,36.14323184661459,0.2548954720622387,276
114,36.82178349166778,0.23109497621223546,276
115,28.440232793837822,0.22719677238036756,276
116,25.92653185691016,0.2229693004510541,276
117,28.49717661297458,0.2756918133708878,276
118,27.936735824623142,0.22838954632912856,276
119,24.546047806547293,0.23318678002966486,276
120,27.944691206053424,0.23618523541675962,276
121,24.542524552772672,0.25489387288689613,276
122,28.25291288627775,0.2472553096063759,276
123,28.89455200702263,0.21802557837487996,276
124,26.94305493896098,0.21993891641065694,276
125,26.493403357385013,0.2149829788106507,276
126,26.350985275970775,0.21288504049289916,276
127,29.78751113962015,0.23616143240444903,276
128,14.349115087808498,0.2318816593699697,276
129,12.287306828173467,0.25438760366776714,276
130,23.48419937142232,0.25701733038801217,276
131,10.653881166872402,0.2517290396102961,276
132,12.490801276460342,0.24426856577612352,276
133,29.582092329643626,0.24880992699468482,276
134,18.540309131030813,0.24229017110622447,276
135,10.740143761739501,0.24916607438438182,276
136,9.470868460271294,0.2382700274819913,276
137,17.730077088351358,0.24407441914081573,276
138,13.526818442045439,0.24548206899477087,276
139,11.65649074482647,0.25048068343945173,276
140,19.92519425846951,0.24866500172926032,276
141,15.503500059381564,0.24263378011359685,276
142,15.68005793062818,0.26072270865889563,276
143,18.458855044402608,0.30457472056150436,276
144,17.93516837948618,0.265672629888075,276
145,16.250367390853256,0.24208744221191475,276
146,16.943746571077362,0.25312401910406956,276
147,17.002793297997265,0.27509701554326044,276
148,16.893004321852022,0.25457611604445224,276
149,15.605672029416317,0.25656230288787163,276
150,15.314758639237725,0.26735312281095464,276
151,19.965225036675545,0.2837390901277895,276
152,15.453696659029527,0.27454716156142345,276
153,13.26338479573495,0.28161950225847354,276
154,12.035665982218791,0.338366505784401,276
155,12.163407651982478,0.26212439961407497,276
156,12.192992473876288,0.3227413927839286,276
157,17.728520641007194,0.2993757351693036,276
158,17.495346883679442,0.29767878850301105,276
159,13.458872387124602,0.27710922677879746,276
160,17.56746618944081,0.29493403699303017,276
161,13.630750154159864,0.2647947995667008,276
162,23.043672920163843,0.2741832313924164,276
163,13.127253565455264,0.2682357543296572,276
164,21.32147270520632,0.27445680567103886,276
165,21.20205395004473,0.2719812868837861,276
166,29.134091614150627,0.27525782261205756,276
167,17.52432372277992,0.2881267940544564,276
168,18.61166865920804,0.26982137355683505,276
169,15.403730827464281,0.27000692945675575,276
170,17.646501192686205,0.2742081330954165,276
171,15.555666617529859,0.2776229592661063,276
172,17.708129908072728,0.2900777468862741,276
173,19.156779932034066,0.2747377713305363,276
174,12.083210221457486,0.2661247903454131,276
175,17.677962365311224,0.2943459982997265,276
176,16.613127598138743,0.28273743650187616,276
177,14.179757580270346,0.2969699695814347,276
178,14.116701310697744,0.26201406563969626,276
179,15.464932049936822,0.30238156841284985,276
180,14.835027207622792,0.2918166146222232,276
181,15.768297879167182,0.2718350435944571,276
