seed,version,algo,train_greedy_success,heldout_greedy_success,generalization_gap,final_train_episode_success,q_table_size,learn_steps
0,v1_4,dueling_ddqn_per,0.0,0.0,0.0,0.0,0,62397
1,v1_4,dueling_ddqn_per,0.0,0.0,0.0,0.0,0,64037
