seed,version,algo,train_greedy_success,heldout_greedy_success,generalization_gap,final_train_episode_success,q_table_size,learn_steps
0,v1_1,spie_dueling_dqn,1.0,0.25,0.75,0.18333333333333332,0,13223
1,v1_1,spie_dueling_dqn,1.0,0.5,0.5,0.25,0,13199
