regime,variant,success_rate_mean,success_rate_std,heldout_greedy_success_mean,heldout_greedy_success_std,mean_trap_hits_mean,mean_trap_hits_std,reward_hack_rate_mean,reward_hack_rate_std,mean_alignment_gap_mean,mean_alignment_gap_std,mean_true_score_mean,mean_true_score_std,mean_final_reward_mean,mean_final_reward_std,mean_episode_length_mean,mean_episode_length_std,mean_intrinsic_mean,mean_intrinsic_std,gate_advance_count_mean,gate_advance_count_std,gate_proxy_count_mean,gate_proxy_count_std,gate_neutral_count_mean,gate_neutral_count_std,mean_allowed_bonus_mean,mean_allowed_bonus_std,mean_suppressed_bonus_mean,mean_suppressed_bonus_std,n_seeds
no_demo,plain_noisy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.691574999999988,0.06858618209960193,-0.9891666666666666,0.024022558842332557,-2.7891999999999872,0.09245799046053173,275.92833333333334,0.1241303078757633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
no_demo,naive_spie,0.0,0.0,0.0,0.0,0.30833333333333335,0.21967779435649237,0.12416666666666666,0.10296641847385649,-0.18476666666664768,1.1540857218306344,-2.4291666666666667,0.8898361272354217,-3.0075999999999823,0.3039741436372519,275.6425,0.3171454713534573,21.79679750785473,0.5280124548310458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
no_demo,pg_spie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9111583333333186,0.04374340902734176,-0.9841666666666665,0.041104541517128376,-3.1464333333333183,0.25976821078286966,276.0,0.0,0.07148795502292536,0.0021921398478239526,342.6666666666667,64.53164598345012,0.0,0.0,110057.33333333333,64.53164598345104,0.08536581673362571,0.015584459065677406,0.05701465433698652,0.002504611230212443,3
demo_seeded,plain_noisy,0.5433333333333333,0.03511884584284246,0.0,0.0,0.39166666666666666,0.4726873526268006,0.13166666666666668,0.15947831618540917,1.6146416666666712,2.4349675873527272,3.7875,1.48339770459577,5.4158000000000035,0.4789426270442009,178.85916666666665,2.4716395536836115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
demo_seeded,naive_spie,0.54,0.029999999999999943,0.0,0.0,0.555,0.3043743583155454,0.18833333333333332,0.10515861036231569,2.3658583333333394,1.4069708619791461,3.455833333333333,0.818422008094439,6.346066666666675,0.47711105974745055,179.0925,1.9451478092936778,14.730227822108546,0.394030099095223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
demo_seeded,pg_spie,0.54,0.03999999999999995,0.0,0.0,0.5825,0.46923474935260284,0.1991666666666667,0.16206351635495675,2.48298333333334,2.2896314856780684,3.2624999999999997,1.4338300980241696,5.823166666666673,0.6841514549669079,178.51416666666668,3.355116739151307,0.8678544173607877,0.03536682107158774,2311.6666666666665,62.66046068561361,2070.6666666666665,1182.7689264320964,67023.33333333333,1876.7358187377697,0.1501347547318925,0.0022249600711420074,0.07344819365976951,0.001403217103124329,3
