episode,intrinsic_contribution,td_abs_mean,learn_calls,gate_advance,gate_neutral,gate_proxy,allowed_intrinsic,suppressed_intrinsic,proxy_penalty_total,proxy_penalty_count
1,2.9929679720437714,0.23388059394455504,87,6,81,0,2.9929679720437714,35.682693894945075,0.0,0
2,-7.62003568970707,0.3102262093504863,134,6,117,11,2.9637724657141424,39.91801548119424,10.58380815542121,11
3,2.914381951871417,0.26979308985933964,98,6,92,0,2.914381951871417,30.823828710117596,0.0,0
4,2.851549447344806,0.2550130259929871,98,6,92,0,2.851549447344806,28.92473511950306,0.0,0
5,2.317148975442168,0.2185960422013549,276,5,271,0,2.317148975442168,36.837565012908996,0.0,0
6,2.7230173143369,0.20155388766936227,102,6,96,0,2.7230173143369,27.16222477549922,0.0,0
7,2.6515386487417243,0.1992626941949129,100,6,94,0,2.6515386487417243,28.837065739465316,0.0,0
8,2.582176854840906,0.2062579824335196,88,6,82,0,2.582176854840906,23.82450470032279,0.0,0
9,2.5151489982831454,0.24917056071369545,92,6,86,0,2.5151489982831454,23.84898949768798,0.0,0
10,2.451640610020611,0.23509426021027838,87,6,81,0,2.451640610020611,21.98336098980746,0.0,0
11,2.3911071275153764,0.2177579297443454,89,6,83,0,2.3911071275153764,21.63390827948779,0.0,0
12,2.3336842097860115,0.21855269154805815,89,6,83,0,2.3336842097860115,20.981014431561515,0.0,0
13,2.2790625993638782,0.1873971652239561,100,6,94,0,2.2790625993638782,24.479456886801387,0.0,0
14,2.2271388909978396,0.17095504267787448,98,6,92,0,2.2271388909978396,20.667747289373352,0.0,0
15,2.178809215800381,0.16743626666889674,276,6,270,0,2.178809215800381,25.018659809514826,0.0,0
16,2.1328459152044132,0.15676861894982203,98,6,92,0,2.1328459152044132,19.36648089449516,0.0,0
17,2.0892111888557534,0.19710672765538312,276,6,270,0,2.0892111888557534,42.012051404573405,0.0,0
18,1.9912418285790097,0.18071714999235194,276,6,270,0,1.9912418285790097,22.461059734390478,0.0,0
19,1.952462660595745,0.16724843074652282,88,6,82,0,1.952462660595745,16.97898608660886,0.0,0
20,1.9166174894415853,0.16473886717788197,88,6,82,0,1.9166174894415853,16.64964242610843,0.0,0
21,1.8832419115925823,0.1543269815116093,87,6,81,0,1.8832419115925823,16.154290279402375,0.0,0
22,1.8519561824047854,0.16535163723996707,98,6,92,0,1.8519561824047854,16.100010267629038,0.0,0
23,1.822170063428178,0.19906915376043838,276,6,270,0,1.822170063428178,21.079181291146874,0.0,0
24,1.7940218048399377,0.1888382807104052,276,6,270,0,1.7940218048399377,20.11239969340937,0.0,0
25,1.767285820366755,0.17050158336758614,100,6,94,0,1.767285820366755,19.289060477761257,0.0,0
26,1.7418948289485658,0.1543740167909739,98,6,92,0,1.7418948289485658,15.04423839782309,0.0,0
27,1.7176315811419434,0.15578432239592074,100,6,94,0,1.7176315811419434,18.646845015683063,0.0,0
28,1.6945245469012136,0.14046277715401215,88,6,82,0,1.6945245469012136,14.670826668448017,0.0,0
29,1.6719354458363047,0.15056346971349618,97,6,91,0,1.6719354458363047,17.95022144414679,0.0,0
