seed,variant,final_success_rate,final_mean_return,final_mean_steps,episodes_to_90pct,env_steps_to_90pct,greedy_eval_success,learn_steps
0,dqn,0.26666666666666666,-0.4453333333333248,186.93333333333334,,,1.0,5808
