episode,intrinsic_contribution,td_abs_mean,learn_calls,gate_advance,gate_neutral,gate_proxy,allowed_intrinsic,suppressed_intrinsic
1,0.0,0.2846773215264918,107,0,0,0,0.0,0.0
2,0.0,0.2708558364352886,276,0,0,0,0.0,0.0
3,0.0,0.21593596561190984,96,0,0,0,0.0,0.0
4,0.0,0.22095767991377577,101,0,0,0,0.0,0.0
5,0.0,0.22853841124610466,88,0,0,0,0.0,0.0
6,0.0,0.22062055114656687,88,0,0,0,0.0,0.0
7,0.0,0.2082379948347807,100,0,0,0,0.0,0.0
8,0.0,0.20019138321794314,87,0,0,0,0.0,0.0
9,0.0,0.23382625157393297,103,0,0,0,0.0,0.0
10,0.0,0.21951714451565887,99,0,0,0,0.0,0.0
11,0.0,0.17047563481374065,276,0,0,0,0.0,0.0
12,0.0,0.14686942920841353,99,0,0,0,0.0,0.0
13,0.0,0.1440519466996193,133,0,0,0,0.0,0.0
14,0.0,0.1512401312151376,102,0,0,0,0.0,0.0
15,0.0,0.16310355306574792,165,0,0,0,0.0,0.0
16,0.0,0.2147888200421297,263,0,0,0,0.0,0.0
17,0.0,0.1833584019115993,105,0,0,0,0.0,0.0
18,0.0,0.15166023046966048,276,0,0,0,0.0,0.0
19,0.0,0.13821050189435483,100,0,0,0,0.0,0.0
20,0.0,0.13928547930782256,276,0,0,0,0.0,0.0
21,0.0,0.2062162196165637,95,0,0,0,0.0,0.0
22,0.0,0.20223216375039108,276,0,0,0,0.0,0.0
23,0.0,0.14418972993566506,276,0,0,0,0.0,0.0
24,0.0,0.13109226295045603,107,0,0,0,0.0,0.0
25,0.0,0.13149926784461824,276,0,0,0,0.0,0.0
26,0.0,0.21874501828806123,276,0,0,0,0.0,0.0
27,0.0,0.14402950355324193,276,0,0,0,0.0,0.0
28,0.0,0.13011274191707667,101,0,0,0,0.0,0.0
29,0.0,0.11674177050050619,276,0,0,0,0.0,0.0
30,0.0,0.1860430131841829,276,0,0,0,0.0,0.0
31,0.0,0.16993264718489212,99,0,0,0,0.0,0.0
32,0.0,0.14503375325098777,103,0,0,0,0.0,0.0
33,0.0,0.1382861327973829,276,0,0,0,0.0,0.0
34,0.0,0.11412159806373072,102,0,0,0,0.0,0.0
35,0.0,0.10809763238846677,103,0,0,0,0.0,0.0
36,0.0,0.11322783765039945,95,0,0,0,0.0,0.0
37,0.0,0.18395560434547023,276,0,0,0,0.0,0.0
38,0.0,0.16075217780535636,276,0,0,0,0.0,0.0
39,0.0,0.15364290071143347,88,0,0,0,0.0,0.0
40,0.0,0.1278188480722784,99,0,0,0,0.0,0.0
41,0.0,0.1416068283868009,276,0,0,0,0.0,0.0
42,0.0,0.21748141517889671,276,0,0,0,0.0,0.0
43,0.0,0.15869975284389828,276,0,0,0,0.0,0.0
44,0.0,0.12950182563044887,276,0,0,0,0.0,0.0
45,0.0,0.12863204869055989,99,0,0,0,0.0,0.0
46,0.0,0.12403628018341567,95,0,0,0,0.0,0.0
47,0.0,0.23596272366611581,95,0,0,0,0.0,0.0
48,0.0,0.18806331922996392,103,0,0,0,0.0,0.0
49,0.0,0.1564943078311457,276,0,0,0,0.0,0.0
50,0.0,0.1315625949203968,100,0,0,0,0.0,0.0
51,0.0,0.12337779793618382,276,0,0,0,0.0,0.0
52,0.0,0.16012097582005072,276,0,0,0,0.0,0.0
53,0.0,0.15375120354735333,276,0,0,0,0.0,0.0
54,0.0,0.13191837511564555,95,0,0,0,0.0,0.0
55,0.0,0.1257806702262976,88,0,0,0,0.0,0.0
56,0.0,0.1371461320842538,107,0,0,0,0.0,0.0
57,0.0,0.12231642342563989,276,0,0,0,0.0,0.0
58,0.0,0.1690338186454028,96,0,0,0,0.0,0.0
59,0.0,0.17424258927180283,276,0,0,0,0.0,0.0
60,0.0,0.12446462954668437,102,0,0,0,0.0,0.0
61,0.0,0.11418358134595971,95,0,0,0,0.0,0.0
62,0.0,0.11478288395499642,88,0,0,0,0.0,0.0
63,0.0,0.11706917529756372,88,0,0,0,0.0,0.0
64,0.0,0.10787999732554823,276,0,0,0,0.0,0.0
65,0.0,0.18318473955319411,276,0,0,0,0.0,0.0
66,0.0,0.11992282163945661,276,0,0,0,0.0,0.0
67,0.0,0.11015853486955166,100,0,0,0,0.0,0.0
68,0.0,0.09957592863785593,95,0,0,0,0.0,0.0
69,0.0,0.10344142796120782,276,0,0,0,0.0,0.0
70,0.0,0.16389619359287663,276,0,0,0,0.0,0.0
71,0.0,0.12497891218048855,103,0,0,0,0.0,0.0
72,0.0,0.11274173148516295,276,0,0,0,0.0,0.0
73,0.0,0.10912857465176047,276,0,0,0,0.0,0.0
74,0.0,0.1636776396923739,276,0,0,0,0.0,0.0
75,0.0,0.12486112171757048,276,0,0,0,0.0,0.0
76,0.0,0.1257139942913412,107,0,0,0,0.0,0.0
77,0.0,0.11281589835882187,100,0,0,0,0.0,0.0
78,0.0,0.1107635980984871,276,0,0,0,0.0,0.0
79,0.0,0.1637350630177104,276,0,0,0,0.0,0.0
80,0.0,0.12232050291546014,276,0,0,0,0.0,0.0
81,0.0,0.10881169010763583,276,0,0,0,0.0,0.0
82,0.0,0.12684742841815602,276,0,0,0,0.0,0.0
83,0.0,0.1560601903633638,88,0,0,0,0.0,0.0
84,0.0,0.12692362256348133,276,0,0,0,0.0,0.0
85,0.0,0.10791455818848177,99,0,0,0,0.0,0.0
86,0.0,0.10837238015351343,102,0,0,0,0.0,0.0
87,0.0,0.10811406821012497,95,0,0,0,0.0,0.0
88,0.0,0.11235720050685546,102,0,0,0,0.0,0.0
89,0.0,0.1066059195131899,107,0,0,0,0.0,0.0
90,0.0,0.13802245639575025,96,0,0,0,0.0,0.0
91,0.0,0.1694830303244731,102,0,0,0,0.0,0.0
92,0.0,0.13562974015223808,276,0,0,0,0.0,0.0
93,0.0,0.09747118963117617,276,0,0,0,0.0,0.0
94,0.0,0.09103879755011936,276,0,0,0,0.0,0.0
95,0.0,0.14286613324657083,96,0,0,0,0.0,0.0
96,0.0,0.1304309294167636,276,0,0,0,0.0,0.0
97,0.0,0.09766584824697644,102,0,0,0,0.0,0.0
98,0.0,0.09061350441281346,276,0,0,0,0.0,0.0
99,0.0,0.09074568582101933,103,0,0,0,0.0,0.0
100,0.0,0.12252133192521507,276,0,0,0,0.0,0.0
101,0.0,0.12332867955168088,276,0,0,0,0.0,0.0
102,0.0,0.09905297776647642,102,0,0,0,0.0,0.0
103,0.0,0.09625071278688582,88,0,0,0,0.0,0.0
104,0.0,0.0875035220136245,102,0,0,0,0.0,0.0
105,0.0,0.08573000003632746,95,0,0,0,0.0,0.0
106,0.0,0.0863412393158988,95,0,0,0,0.0,0.0
107,0.0,0.08401393513930472,95,0,0,0,0.0,0.0
108,0.0,0.1333262600355606,276,0,0,0,0.0,0.0
109,0.0,0.11333051098821063,96,0,0,0,0.0,0.0
110,0.0,0.10161893792450429,100,0,0,0,0.0,0.0
111,0.0,0.0992007653053472,276,0,0,0,0.0,0.0
112,0.0,0.08483746734218321,276,0,0,0,0.0,0.0
113,0.0,0.13038683365490558,276,0,0,0,0.0,0.0
114,0.0,0.09368873918146799,99,0,0,0,0.0,0.0
115,0.0,0.08485870830714702,100,0,0,0,0.0,0.0
116,0.0,0.09149342065579012,95,0,0,0,0.0,0.0
117,0.0,0.0824841221227594,276,0,0,0,0.0,0.0
118,0.0,0.08138761851428584,88,0,0,0,0.0,0.0
119,0.0,0.08688180379569531,100,0,0,0,0.0,0.0
120,0.0,0.11677522568599037,276,0,0,0,0.0,0.0
