episode,total_reward,steps,terminated,truncated,success,final_layer,final_position,has_key,door_open,terminal_activated,has_portal_core,portal_open,has_lab_key,machine_used,has_result,epsilon
74,-14.049999999999994,100,False,True,False,0,"(6, 3)",True,True,True,True,False,False,False,False,0.6935613678313175
75,-16.099999999999998,100,False,True,False,0,"(1, 1)",True,True,True,False,False,False,False,False,0.6900935609921609
76,-15.399999999999995,100,False,True,False,0,"(4, 4)",True,True,True,True,False,False,False,False,0.6866430931872001
77,-22.40000000000001,100,False,True,False,0,"(2, 4)",True,True,False,True,False,False,False,False,0.6832098777212641
78,-21.10000000000002,100,False,True,False,0,"(1, 5)",True,True,False,True,False,False,False,False,0.6797938283326578
79,-18.800000000000022,100,False,True,False,0,"(5, 1)",True,True,False,True,False,False,False,False,0.6763948591909945
80,-25.25000000000003,100,False,True,False,0,"(3, 4)",False,False,True,True,False,False,False,False,0.6730128848950395
81,-17.650000000000006,100,False,True,False,0,"(5, 2)",False,False,True,True,False,False,False,False,0.6696478204705644
82,-18.900000000000027,100,False,True,False,0,"(4, 6)",True,True,False,True,False,False,False,False,0.6662995813682115
83,-20.600000000000016,100,False,True,False,0,"(2, 6)",True,True,False,True,False,False,False,False,0.6629680834613705
84,-21.250000000000004,100,False,True,False,0,"(1, 4)",True,True,True,True,False,False,False,False,0.6596532430440636
85,-18.950000000000003,100,False,True,False,0,"(1, 6)",False,False,True,True,False,False,False,False,0.6563549768288433
86,-20.950000000000014,100,False,True,False,0,"(5, 2)",True,False,False,True,False,False,False,False,0.653073201944699
87,-20.450000000000017,100,False,True,False,0,"(3, 2)",True,True,True,True,False,False,False,False,0.6498078359349755
88,-28.350000000000016,100,False,True,False,0,"(5, 4)",True,False,True,True,False,False,False,False,0.6465587967553006
89,-21.300000000000026,100,False,True,False,0,"(1, 3)",True,True,False,False,False,False,False,False,0.6433260027715241
90,-23.450000000000024,100,False,True,False,0,"(3, 2)",False,False,True,True,False,False,False,False,0.6401093727576664
91,-18.000000000000014,100,False,True,False,0,"(1, 3)",True,False,True,True,False,False,False,False,0.6369088258938781
92,-21.95000000000002,100,False,True,False,0,"(4, 3)",True,True,True,False,False,False,False,False,0.6337242817644086
93,-15.400000000000013,100,False,True,False,0,"(3, 3)",True,True,True,True,False,False,False,False,0.6305556603555866
94,-23.75000000000001,100,False,True,False,0,"(2, 1)",True,True,True,False,False,False,False,False,0.6274028820538087
95,-23.650000000000016,100,False,True,False,0,"(3, 6)",True,False,False,True,False,False,False,False,0.6242658676435396
96,-16.75000000000001,100,False,True,False,0,"(6, 5)",True,True,True,True,False,False,False,False,0.6211445383053219
97,-17.2,100,False,True,False,0,"(1, 3)",True,True,True,True,False,False,False,False,0.6180388156137953
98,-19.700000000000017,100,False,True,False,0,"(6, 2)",True,True,False,True,False,False,False,False,0.6149486215357263
99,-19.85000000000002,100,False,True,False,0,"(4, 3)",True,True,False,True,False,False,False,False,0.6118738784280476
100,-14.049999999999994,100,False,True,False,0,"(5, 4)",True,True,True,True,False,False,False,False,0.6088145090359074
101,-14.899999999999999,100,False,True,False,0,"(6, 2)",False,False,True,True,False,False,False,False,0.6057704364907278
102,-19.25000000000001,100,False,True,False,0,"(1, 6)",True,True,False,True,False,False,False,False,0.6027415843082742
103,-19.60000000000002,100,False,True,False,0,"(4, 4)",False,False,True,True,False,False,False,False,0.5997278763867329
104,-15.049999999999994,100,False,True,False,1,"(1, 6)",True,True,True,True,True,False,False,False,0.5967292370047992
105,-13.449999999999992,100,False,True,False,1,"(5, 6)",True,True,True,True,True,True,False,False,0.5937455908197752
106,-15.849999999999998,100,False,True,False,0,"(1, 4)",True,True,True,True,False,False,False,False,0.5907768628656763
107,-13.650000000000002,100,False,True,False,0,"(3, 4)",True,True,True,True,False,False,False,False,0.5878229785513479
108,-15.950000000000003,100,False,True,False,1,"(5, 2)",True,True,True,True,True,False,False,False,0.5848838636585911
109,-25.85000000000001,100,False,True,False,1,"(4, 3)",True,True,True,True,True,False,False,False,0.5819594443402982
110,-19.45000000000001,100,False,True,False,0,"(3, 4)",True,True,True,True,False,False,False,False,0.5790496471185967
111,-14.050000000000002,100,False,True,False,0,"(5, 4)",True,True,True,True,False,False,False,False,0.5761543988830038
112,-15.199999999999996,100,False,True,False,1,"(6, 6)",True,True,True,True,True,False,False,False,0.5732736268885887
113,-13.600000000000001,100,False,True,False,0,"(5, 5)",True,True,True,True,False,False,False,False,0.5704072587541458
