episode,total_reward,steps,terminated,truncated,success,final_layer,final_position,has_key,door_open,terminal_activated,has_portal_core,portal_open,has_lab_key,machine_used,has_result,epsilon
2502,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2503,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2504,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2505,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2506,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2507,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2508,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2509,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2510,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2511,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2512,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2513,23.799999999999994,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2514,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2515,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2516,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2517,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2518,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2519,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2520,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2521,22.3,44,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2522,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2523,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2524,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2525,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2526,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2527,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2528,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2529,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2530,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2531,23.099999999999994,37,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2532,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2533,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2534,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2535,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2536,23.199999999999992,35,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2537,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2538,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2539,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2540,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2541,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2542,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2543,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2544,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2545,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2546,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2547,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2548,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2549,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2550,22.699999999999996,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2551,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2552,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2553,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2554,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2555,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2556,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2557,22.899999999999995,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2558,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2559,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2560,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2561,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2562,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2563,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2564,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2565,19.0,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2566,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2567,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2568,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2569,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2570,23.199999999999996,35,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2571,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2572,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2573,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2574,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2575,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2576,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2577,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2578,22.4,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2579,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2580,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2581,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2582,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2583,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2584,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2585,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2586,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2587,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2588,23.799999999999994,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2589,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2590,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2591,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2592,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2593,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2594,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2595,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2596,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2597,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2598,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2599,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2600,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2601,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2602,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2603,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2604,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2605,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2606,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2607,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2608,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2609,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2610,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2611,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2612,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2613,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2614,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2615,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2616,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2617,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2618,22.699999999999996,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2619,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2620,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2621,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2622,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2623,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2624,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2625,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2626,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2627,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2628,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2629,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2630,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2631,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2632,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2633,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2634,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2635,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2636,22.4,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2637,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2638,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2639,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2640,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2641,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2642,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2643,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2644,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2645,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2646,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2647,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2648,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2649,23.799999999999994,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2650,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2651,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2652,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2653,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2654,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2655,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2656,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2657,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2658,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2659,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2660,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2661,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2662,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2663,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2664,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2665,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2666,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2667,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2668,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2669,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2670,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2671,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2672,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2673,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2674,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2675,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2676,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2677,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2678,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2679,23.699999999999992,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2680,23.599999999999998,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2681,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2682,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2683,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2684,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2685,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2686,23.199999999999996,35,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2687,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2688,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2689,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2690,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2691,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2692,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2693,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2694,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2695,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2696,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2697,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2698,23.199999999999996,35,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2699,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2700,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2701,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2702,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2703,18.5,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2704,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2705,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2706,22.899999999999995,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2707,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2708,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2709,17.300000000000004,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2710,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2711,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2712,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2713,23.699999999999992,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2714,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2715,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2716,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2717,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2718,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2719,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2720,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2721,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2722,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2723,18.5,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2724,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2725,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2726,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2727,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2728,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2729,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2730,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2731,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2732,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2733,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2734,23.799999999999994,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2735,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2736,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2737,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2738,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2739,22.899999999999995,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2740,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2741,23.799999999999997,32,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2742,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2743,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2744,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2745,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2746,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2747,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2748,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2749,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2750,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2751,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2752,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2753,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2754,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2755,18.5,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2756,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2757,22.999999999999996,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2758,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2759,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2760,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2761,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2762,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2763,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2764,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2765,23.599999999999994,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2766,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2767,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2768,23.599999999999998,36,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2769,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2770,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2771,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2772,23.699999999999996,34,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2773,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2774,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2775,23.299999999999997,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2776,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2777,23.899999999999995,30,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2778,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2779,23.499999999999996,29,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2780,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2781,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2782,23.299999999999994,33,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2783,22.5,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2784,23.999999999999996,28,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
2785,23.399999999999995,31,True,False,True,1,"(5, 5)",True,True,True,True,True,True,True,True,0.05
