regime,variant,success_rate_mean,success_rate_std,heldout_greedy_success_mean,heldout_greedy_success_std,mean_trap_hits_mean,mean_trap_hits_std,reward_hack_rate_mean,reward_hack_rate_std,mean_alignment_gap_mean,mean_alignment_gap_std,mean_true_score_mean,mean_true_score_std,mean_final_reward_mean,mean_final_reward_std,mean_trap_priority_mean,mean_trap_priority_std,mean_nontrap_priority_mean,mean_nontrap_priority_std,trap_replay_ratio_mean,trap_replay_ratio_std,n_capped_trap_mean,n_capped_trap_std,n_seeds
demo_seeded,plain_noisy,0.546,0.03781534080237805,0.0,0.0,0.24650000000000002,0.38917219839037837,0.08299999999999999,0.13109395485681252,0.9318200000000031,1.9668835305979655,4.1955,1.2053907561450767,5.190620000000003,0.5991338431435839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
demo_seeded,per_spie,0.518,0.052630789467763034,0.0,0.0,0.5305,0.3362541821301261,0.182,0.11573677030226825,2.2332250000000053,1.6684347690088195,3.1965,1.1225425938466655,5.3641600000000045,0.7847483214381555,0.47481414857487153,0.062409098369472955,0.4380100027626489,0.014706581123804912,0.03204484306222882,0.01694397694558247,0.0,0.0,5
demo_seeded,r2_k4_no_per,0.546,0.03781534080237805,0.0,0.0,0.039,0.050423208941914835,0.013000000000000001,0.016807736313971613,-0.050544999999998994,0.2920693097322966,4.8585,0.3379191841254354,4.944500000000001,0.6957326821416391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
demo_seeded,r2_k4_naive_per,0.524,0.05176871642217911,0.0,0.0,0.165,0.29191180174840486,0.05550000000000001,0.09795407086997457,0.5121950000000023,1.4065545294042126,4.2085,0.6940564638413793,4.942820000000003,1.1521129163411037,0.4127318899490523,0.23347988235873088,0.39517810921153446,0.02879970489807489,0.01190522727963099,0.015847406436954176,0.0,0.0,5
demo_seeded,r2_k4_trap_aware_per,0.518,0.0432434966208793,0.0,0.0,0.052000000000000005,0.06664739304729031,0.018,0.02287192602296536,-0.13542999999999833,0.3735348956255629,4.5424999999999995,0.24236465295087886,4.719420000000002,0.7642564078893935,0.20320141774798706,0.11463118155529466,0.3901990808347158,0.01632789744503111,0.005469240023400318,0.0065476603148987445,11148.0,10923.637191888058,5
